Unnamed: 0,NAME,PAGE,IMG_URL,LOGP,PKA,MW,FORM,SOL,DESC
7969,Hexapropymate,https://www.drugbank.ca/drugs/DB13662,https://www.drugbank.ca/structures/DB13662/thumb.svg,0.53801787,0.75375938,181.235,C10H15NO2,52.32,N/A
7970,Clofenamide,https://www.drugbank.ca/drugs/DB13663,https://www.drugbank.ca/structures/DB13663/thumb.svg,0.28046814,0.82111204,270.70001,C6H7ClN2O4S2,120.32,N/A
7971,Formocortal,https://www.drugbank.ca/drugs/DB13664,https://www.drugbank.ca/structures/DB13664/thumb.svg,0.16880463,0.90845203,569.06,C29H38ClFO8,108.36,N/A
7972,Fluanisone,https://www.drugbank.ca/drugs/DB13665,https://www.drugbank.ca/structures/DB13665/thumb.svg,0.063918792,0.97156906,356.44101,C21H25FN2O2,32.779999,N/A
7973,Cefozopran,https://www.drugbank.ca/drugs/DB13667,https://www.drugbank.ca/structures/DB13667/thumb.svg,0.25366122,0.83653885,515.52002,C19H17N9O5S2,184.11,N/A
7974,Ipidacrine,https://www.drugbank.ca/drugs/DB13668,https://www.drugbank.ca/structures/DB13668/thumb.svg,0.27038181,0.75613105,188.274,C12H16N2,38.91,N/A
7975,Morpholine,https://www.drugbank.ca/drugs/DB13669,https://www.drugbank.ca/structures/DB13669/thumb.svg,0.5389204,0.58119655,87.120399,C4H9NO,21.26,N/A
7976,Oxantel,https://www.drugbank.ca/drugs/DB13670,https://www.drugbank.ca/structures/DB13670/thumb.svg,0.14892429,0.91110229,216.284,C13H16N2O,35.830002,N/A
7977,Sulbentine,https://www.drugbank.ca/drugs/DB13671,https://www.drugbank.ca/structures/DB13671/thumb.svg,0.44465336,0.70533329,314.47,C17H18N2S2,6.48,N/A
7978,Dimethylaminopropionylphenothiazine,https://www.drugbank.ca/drugs/DB13672,https://www.drugbank.ca/structures/DB13672/thumb.svg,0.5470596,0.71615821,298.39999,C17H18N2OS,23.549999,N/A
7979,Bekanamycin,https://www.drugbank.ca/drugs/DB13673,https://www.drugbank.ca/structures/DB13673/thumb.svg,0.54731369,0.75918609,483.51389,C18H37N5O10,288.39999,N/A
7980,Cridanimod,https://www.drugbank.ca/drugs/DB13674,https://www.drugbank.ca/structures/DB13674/thumb.svg,0.50974631,0.54368758,253.2527,C15H11NO3,57.610001,N/A
7981,Metahexamide,https://www.drugbank.ca/drugs/DB13675,https://www.drugbank.ca/structures/DB13675/thumb.svg,0.32165048,0.85103846,311.39999,C14H21N3O3S,101.29,N/A
7982,Mosapramine,https://www.drugbank.ca/drugs/DB13676,https://www.drugbank.ca/structures/DB13676/thumb.svg,0.29879415,0.83506632,479.07001,C28H35ClN4O,38.82,N/A
7983,Carboquone,https://www.drugbank.ca/drugs/DB13677,https://www.drugbank.ca/structures/DB13677/thumb.svg,0.62506354,0.77459896,321.33301,C15H19N3O5,101.71,N/A
7984,Dihexyverine,https://www.drugbank.ca/drugs/DB13678,https://www.drugbank.ca/structures/DB13678/thumb.svg,0.26209927,0.86023057,321.505,C20H35NO2,29.540001,N/A
7985,Dexchlorpheniramine,https://www.drugbank.ca/drugs/DB13679,https://www.drugbank.ca/structures/DB13679/thumb.svg,0.31020394,0.81423551,274.79001,C16H19ClN2,16.129999,N/A
7986,Naftazone,https://www.drugbank.ca/drugs/DB13680,https://www.drugbank.ca/structures/DB13680/thumb.svg,0.13912477,0.87313354,215.21201,C11H9N3O2,84.550003,N/A
7987,Butalamine,https://www.drugbank.ca/drugs/DB13681,https://www.drugbank.ca/structures/DB13681/thumb.svg,0.23454162,0.82688725,316.44901,C18H28N4O,54.189999,N/A
7988,Cefpirome,https://www.drugbank.ca/drugs/DB13682,https://www.drugbank.ca/structures/DB13682/thumb.svg,0.24096885,0.95893723,514.57703,C22H22N6O5S2,153.92,N/A
7989,Quinisocaine,https://www.drugbank.ca/drugs/DB13683,https://www.drugbank.ca/structures/DB13683/thumb.svg,0.45034495,0.58855194,272.392,C17H24N2O,25.360001,N/A
7990,Omoconazole,https://www.drugbank.ca/drugs/DB13684,https://www.drugbank.ca/structures/DB13684/thumb.svg,0.21676749,0.8632074,423.72,C20H17Cl3N2O2,36.279999,N/A
7991,Quingestanol,https://www.drugbank.ca/drugs/DB13685,https://www.drugbank.ca/structures/DB13685/thumb.svg,0.12561645,0.9925096,366.54501,C25H34O2,29.459999,N/A
7992,Clometocillin,https://www.drugbank.ca/drugs/DB13686,https://www.drugbank.ca/structures/DB13686/thumb.svg,0.39689484,0.78486383,433.29999,C17H18Cl2N2O5S,95.940002,N/A
7993,Niaprazine,https://www.drugbank.ca/drugs/DB13687,https://www.drugbank.ca/structures/DB13687/thumb.svg,0.17449695,0.93922818,356.44501,C20H25FN4O,48.470001,N/A
7994,Tacalcitol,https://www.drugbank.ca/drugs/DB13689,https://www.drugbank.ca/structures/DB13689/thumb.svg,0.10141208,0.96735406,416.646,C27H44O3,60.689999,N/A
7995,Vinyl ether,https://www.drugbank.ca/drugs/DB13690,https://www.drugbank.ca/structures/DB13690/thumb.svg,0.061711494,0.93828851,70.091003,C4H6O,9.2299995,N/A
7996,Tretoquinol,https://www.drugbank.ca/drugs/DB13692,https://www.drugbank.ca/structures/DB13692/thumb.svg,0.41974077,0.79372054,345.39499,C19H23NO5,80.18,N/A
7997,Sulbenicillin,https://www.drugbank.ca/drugs/DB13693,https://www.drugbank.ca/structures/DB13693/thumb.svg,0.25783527,0.85552311,414.45001,C16H18N2O7S2,141.08,N/A
7998,Distigmine,https://www.drugbank.ca/drugs/DB13694,https://www.drugbank.ca/structures/DB13694/thumb.svg,0.47950128,0.61826885,416.521,C22H32N4O4,66.839996,N/A
7999,Penthienate,https://www.drugbank.ca/drugs/DB13695,https://www.drugbank.ca/structures/DB13695/thumb.svg,0.36624026,0.83050537,340.5,C18H30NO3S,46.529999,N/A
8000,Bromochlorosalicylanilide,https://www.drugbank.ca/drugs/DB13696,https://www.drugbank.ca/structures/DB13696/thumb.svg,0.15870285,0.85209596,326.57001,C13H9BrClNO2,49.330002,N/A
8001,Sulfathiourea,https://www.drugbank.ca/drugs/DB13699,https://www.drugbank.ca/structures/DB13699/thumb.svg,0.16835822,0.97878599,231.28999,C7H9N3O2S2,98.209999,N/A
8002,Ioglicic acid,https://www.drugbank.ca/drugs/DB13701,https://www.drugbank.ca/structures/DB13701/thumb.svg,0.41115415,0.64443803,670.96802,C13H12I3N3O5,124.6,N/A
8003,Gepefrine,https://www.drugbank.ca/drugs/DB13703,https://www.drugbank.ca/structures/DB13703/thumb.svg,0.24664128,0.84206909,151.209,C9H13NO,46.25,N/A
8004,Fenquizone,https://www.drugbank.ca/drugs/DB13708,https://www.drugbank.ca/structures/DB13708/thumb.svg,0.15883757,0.89620191,337.78,C14H12ClN3O3S,101.29,N/A
8005,Ciclonicate,https://www.drugbank.ca/drugs/DB13709,https://www.drugbank.ca/structures/DB13709/thumb.svg,0.29468095,0.91005296,247.338,C15H21NO2,39.189999,N/A
8006,Metenolone,https://www.drugbank.ca/drugs/DB13710,https://www.drugbank.ca/structures/DB13710/thumb.svg,0.20512979,0.88324916,302.45099,C20H30O2,37.299999,N/A
8007,Tritoqualine,https://www.drugbank.ca/drugs/DB13711,https://www.drugbank.ca/structures/DB13711/thumb.svg,0.27006963,0.88236666,500.548,C26H32N2O8,110.94,N/A
8008,Dixanthogen,https://www.drugbank.ca/drugs/DB13712,https://www.drugbank.ca/structures/DB13712/thumb.svg,0.40916252,0.88805914,242.38,C6H10O2S4,18.459999,N/A
8009,Quifenadine,https://www.drugbank.ca/drugs/DB13713,https://www.drugbank.ca/structures/DB13713/thumb.svg,0.55663675,0.69478959,293.41,C20H23NO,23.469999,N/A
8010,Xibornol,https://www.drugbank.ca/drugs/DB13714,https://www.drugbank.ca/structures/DB13714/thumb.svg,0.30355713,0.87737745,258.405,C18H26O,20.23,N/A
8011,Dibutylphthalate,https://www.drugbank.ca/drugs/DB13716,https://www.drugbank.ca/structures/DB13716/thumb.svg,0.59649056,0.83060783,278.34351,C16H22O4,52.599998,N/A
8012,Phenothrin,https://www.drugbank.ca/drugs/DB13717,https://www.drugbank.ca/structures/DB13717/thumb.svg,0.43364191,0.66213411,350.45071,C23H26O3,35.529999,N/A
8013,Hydroquinine,https://www.drugbank.ca/drugs/DB13718,https://www.drugbank.ca/structures/DB13718/thumb.svg,0.29857898,0.87067854,326.44,C20H26N2O2,45.59,N/A
8014,Trolnitrate,https://www.drugbank.ca/drugs/DB13719,https://www.drugbank.ca/structures/DB13719/thumb.svg,0.50780499,0.51684451,284.181,C6H12N4O9,168.39,N/A
8015,Diphemanil,https://www.drugbank.ca/drugs/DB13720,https://www.drugbank.ca/structures/DB13720/thumb.svg,0.50168341,0.6673758,278.418,C20H24N,0,N/A
8016,Cypermethrin,https://www.drugbank.ca/drugs/DB13721,https://www.drugbank.ca/structures/DB13721/thumb.svg,0.47169146,0.67616206,416.297,C22H19Cl2NO3,59.32,N/A
8017,Pirprofen,https://www.drugbank.ca/drugs/DB13722,https://www.drugbank.ca/structures/DB13722/thumb.svg,0.19320378,0.9462561,251.71001,C13H14ClNO2,40.540001,N/A
8018,Meldonium,https://www.drugbank.ca/drugs/DB13723,https://www.drugbank.ca/structures/DB13723/thumb.svg,0.15946123,0.95905703,146.19,C6H14N2O2,52.16,N/A
8019,Nifuratel,https://www.drugbank.ca/drugs/DB13724,https://www.drugbank.ca/structures/DB13724/thumb.svg,0.10257736,0.94587243,285.26999,C10H11N3O5S,98.18,N/A
8020,Terodiline,https://www.drugbank.ca/drugs/DB13725,https://www.drugbank.ca/structures/DB13725/thumb.svg,0.40169206,0.81685704,281.44299,C20H27N,12.03,N/A
8021,Sulfaguanidine,https://www.drugbank.ca/drugs/DB13726,https://www.drugbank.ca/structures/DB13726/thumb.svg,0.19163865,0.97796953,214.24001,C7H10N4O2S,122.06,N/A
8022,Azapetine,https://www.drugbank.ca/drugs/DB13727,https://www.drugbank.ca/structures/DB13727/thumb.svg,0.51607132,0.6004656,235.33,C17H17N,3.24,N/A
8023,Halometasone,https://www.drugbank.ca/drugs/DB13728,https://www.drugbank.ca/structures/DB13728/thumb.svg,0.25611678,0.87365311,444.89999,C22H27ClF2O5,94.830002,N/A
8024,Camostat,https://www.drugbank.ca/drugs/DB13729,https://www.drugbank.ca/structures/DB13729/thumb.svg,0.047819171,0.97729695,398.41251,C20H22N4O5,134.81,N/A
8025,Nifurtoinol,https://www.drugbank.ca/drugs/DB13730,https://www.drugbank.ca/structures/DB13730/thumb.svg,0.092846081,0.9192071,268.185,C9H8N4O6,129.49001,N/A
8026,Butamirate,https://www.drugbank.ca/drugs/DB13731,https://www.drugbank.ca/structures/DB13731/thumb.svg,0.12942022,0.95592666,307.43399,C18H29NO3,38.77,N/A
8027,Methylpentynol,https://www.drugbank.ca/drugs/DB13733,https://www.drugbank.ca/structures/DB13733/thumb.svg,0.61366296,0.73714769,98.144997,C6H10O,20.23,N/A
8028,Fenoxazoline,https://www.drugbank.ca/drugs/DB13736,https://www.drugbank.ca/structures/DB13736/thumb.svg,0.2839075,0.81941026,218.3,C13H18N2O,33.619999,N/A
8029,Cyclobarbital,https://www.drugbank.ca/drugs/DB13737,https://www.drugbank.ca/structures/DB13737/thumb.svg,0.47479889,0.91166788,236.271,C12H16N2O3,75.269997,N/A
8030,Camylofin,https://www.drugbank.ca/drugs/DB13738,https://www.drugbank.ca/structures/DB13738/thumb.svg,0.43037921,0.65409869,320.47699,C19H32N2O2,41.57,N/A
8031,Penamecillin,https://www.drugbank.ca/drugs/DB13739,https://www.drugbank.ca/structures/DB13739/thumb.svg,0.19839483,0.89231825,406.45001,C19H22N2O6S,102.01,N/A
8032,Bemegride,https://www.drugbank.ca/drugs/DB13740,https://www.drugbank.ca/structures/DB13740/thumb.svg,0.42926395,0.72808188,155.19701,C8H13NO2,46.169998,N/A
8033,Ioglycamic acid,https://www.drugbank.ca/drugs/DB13741,https://www.drugbank.ca/structures/DB13741/thumb.svg,0.12145587,0.95513219,1127.712,C18H10I6N2O7,142.03,N/A
8034,Piromidic acid,https://www.drugbank.ca/drugs/DB13744,https://www.drugbank.ca/structures/DB13744/thumb.svg,0.18951169,0.83103728,288.30701,C14H16N4O3,86.629997,N/A
8035,Trolamine,https://www.drugbank.ca/drugs/DB13747,https://www.drugbank.ca/structures/DB13747/thumb.svg,0.51304865,0.52473956,149.1882,C6H15NO3,63.93,N/A
8036,Obidoxime,https://www.drugbank.ca/drugs/DB13750,https://www.drugbank.ca/structures/DB13750/thumb.svg,0.11598049,0.94712883,288.30179,C14H16N4O3,82.169998,N/A
8037,Tetramethrin,https://www.drugbank.ca/drugs/DB13752,https://www.drugbank.ca/structures/DB13752/thumb.svg,0.13344872,0.97676617,331.4061,C19H25NO4,63.68,N/A
8038,Cetiedil,https://www.drugbank.ca/drugs/DB13753,https://www.drugbank.ca/structures/DB13753/thumb.svg,0.22427475,0.84617978,349.53,C20H31NO2S,29.540001,N/A
8039,Mephenoxalone,https://www.drugbank.ca/drugs/DB13754,https://www.drugbank.ca/structures/DB13754/thumb.svg,0.25149998,0.83676422,223.228,C11H13NO4,56.790001,N/A
8040,Iocarmic acid,https://www.drugbank.ca/drugs/DB13755,https://www.drugbank.ca/structures/DB13755/thumb.svg,0.32642746,0.89214081,1253.871,C24H20I6N4O8,191,N/A
8041,Peruvoside,https://www.drugbank.ca/drugs/DB13756,https://www.drugbank.ca/structures/DB13756/thumb.svg,0.12121512,0.97799093,548.67297,C30H44O9,131.75,N/A
8042,Epanolol,https://www.drugbank.ca/drugs/DB13757,https://www.drugbank.ca/structures/DB13757/thumb.svg,0.24552955,0.91419023,369.42099,C20H23N3O4,114.61,N/A
8043,Meclofenoxate,https://www.drugbank.ca/drugs/DB13758,https://www.drugbank.ca/structures/DB13758/thumb.svg,0.052435681,0.95703787,257.70999,C12H16ClNO3,38.77,N/A
8044,Fenpiverinium,https://www.drugbank.ca/drugs/DB13759,https://www.drugbank.ca/structures/DB13759/thumb.svg,0.41276467,0.87485588,337.48599,C22H29N2O,43.09,N/A
8045,Niperotidine,https://www.drugbank.ca/drugs/DB13760,https://www.drugbank.ca/structures/DB13760/thumb.svg,0.61226875,0.84092778,434.51001,C20H26N4O5S,102.04,N/A
8046,Dexrabeprazole,https://www.drugbank.ca/drugs/DB13762,https://www.drugbank.ca/structures/DB13762/thumb.svg,0.14500317,0.93775707,359.44299,C18H21N3O3S,77.099998,N/A
8047,Monoxerutin,https://www.drugbank.ca/drugs/DB13764,https://www.drugbank.ca/structures/DB13764/thumb.svg,0.50953776,0.70999599,654.57397,C29H34O17,274.75,N/A
8048,Lidoflazine,https://www.drugbank.ca/drugs/DB13766,https://www.drugbank.ca/structures/DB13766/thumb.svg,0.19282004,0.92291796,491.62701,C30H35F2N3O,35.580002,N/A
8049,Vorozole,https://www.drugbank.ca/drugs/DB13767,https://www.drugbank.ca/structures/DB13767/thumb.svg,0.40769759,0.74598968,324.76999,C16H13ClN6,61.419998,N/A
8050,Domiodol,https://www.drugbank.ca/drugs/DB13768,https://www.drugbank.ca/structures/DB13768/thumb.svg,0.19835888,0.82994121,244.028,C5H9IO3,38.689999,N/A
8051,Vinylbital,https://www.drugbank.ca/drugs/DB13770,https://www.drugbank.ca/structures/DB13770/thumb.svg,0.38326296,0.97110701,224.25999,C11H16N2O3,75.269997,N/A
8052,Rufloxacin,https://www.drugbank.ca/drugs/DB13772,https://www.drugbank.ca/structures/DB13772/thumb.svg,0.18872665,0.84987843,363.40701,C17H18FN3O3S,64.089996,N/A
8053,Sulfamethoxypyridazine,https://www.drugbank.ca/drugs/DB13773,https://www.drugbank.ca/structures/DB13773/thumb.svg,0.42316359,0.74039906,280.29999,C11H12N4O3S,107.2,N/A
8054,Myristalkonium,https://www.drugbank.ca/drugs/DB13774,https://www.drugbank.ca/structures/DB13774/thumb.svg,0.051687915,0.96896803,332.595,C23H42N,0,N/A
8055,Tertatolol,https://www.drugbank.ca/drugs/DB13775,https://www.drugbank.ca/structures/DB13775/thumb.svg,0.16363983,0.89499527,295.44,C16H25NO2S,41.490002,N/A
8056,Ibacitabine,https://www.drugbank.ca/drugs/DB13776,https://www.drugbank.ca/structures/DB13776/thumb.svg,0.30001497,0.73955745,353.116,C9H12IN3O4,108.38,N/A
8057,Prenalterol,https://www.drugbank.ca/drugs/DB13777,https://www.drugbank.ca/structures/DB13777/thumb.svg,0.28529179,0.82114494,225.28799,C12H19NO3,61.720001,N/A
8058,Cefazedone,https://www.drugbank.ca/drugs/DB13778,https://www.drugbank.ca/structures/DB13778/thumb.svg,0.26158237,0.81478399,548.42999,C18H15Cl2N5O5S3,132.8,N/A
8059,Guanoclor,https://www.drugbank.ca/drugs/DB13779,https://www.drugbank.ca/structures/DB13779/thumb.svg,0.20495217,0.85708302,263.12,C9H12Cl2N4O,83.160004,N/A
8060,Xamoterol,https://www.drugbank.ca/drugs/DB13781,https://www.drugbank.ca/structures/DB13781/thumb.svg,0.4337317,0.70574331,339.392,C16H25N3O5,103.29,N/A
8061,Imipramine oxide,https://www.drugbank.ca/drugs/DB13782,https://www.drugbank.ca/structures/DB13782/thumb.svg,0.42832866,0.73689514,296.414,C19H24N2O,26.299999,N/A
8062,Acemetacin,https://www.drugbank.ca/drugs/DB13783,https://www.drugbank.ca/structures/DB13783/thumb.svg,0.23373188,0.88753009,415.82999,C21H18ClNO6,94.830002,N/A
8063,Dixyrazine,https://www.drugbank.ca/drugs/DB13784,https://www.drugbank.ca/structures/DB13784/thumb.svg,0.39810663,0.96182889,427.60999,C24H33N3O2S,39.18,N/A
8064,Dropropizine,https://www.drugbank.ca/drugs/DB13785,https://www.drugbank.ca/structures/DB13785/thumb.svg,0.11108626,0.93515098,236.315,C13H20N2O2,46.939999,N/A
8065,Tilidine,https://www.drugbank.ca/drugs/DB13787,https://www.drugbank.ca/structures/DB13787/thumb.svg,0.58551878,0.67478514,273.37601,C17H23NO2,29.540001,N/A
8066,Chlorbenzoxamine,https://www.drugbank.ca/drugs/DB13788,https://www.drugbank.ca/structures/DB13788/thumb.svg,0.3262229,0.95799655,435.01001,C27H31ClN2O,15.71,N/A
8067,Fipexide,https://www.drugbank.ca/drugs/DB13790,https://www.drugbank.ca/structures/DB13790/thumb.svg,0.056480274,0.98752713,388.85001,C20H21ClN2O4,51.240002,N/A
8068,Penfluridol,https://www.drugbank.ca/drugs/DB13791,https://www.drugbank.ca/structures/DB13791/thumb.svg,0.24139185,0.95959938,523.96997,C28H27ClF5NO,23.469999,N/A
8069,Clopamide,https://www.drugbank.ca/drugs/DB13792,https://www.drugbank.ca/structures/DB13792/thumb.svg,0.161254,0.93904579,345.84,C14H20ClN3O3S,92.5,N/A
8070,Vinburnine,https://www.drugbank.ca/drugs/DB13793,https://www.drugbank.ca/structures/DB13793/thumb.svg,0.3626155,0.7529341,294.39801,C19H22N2O,25.24,N/A
8071,Dimethoxanate,https://www.drugbank.ca/drugs/DB13794,https://www.drugbank.ca/structures/DB13794/thumb.svg,0.20398825,0.86464924,358.45999,C19H22N2O3S,42.009998,N/A
8072,Brodimoprim,https://www.drugbank.ca/drugs/DB13795,https://www.drugbank.ca/structures/DB13795/thumb.svg,0.2333796,0.89739507,339.19299,C13H15BrN4O2,96.279999,N/A
8073,Dibunate,https://www.drugbank.ca/drugs/DB13796,https://www.drugbank.ca/structures/DB13796/thumb.svg,0.2323716,0.85442585,320.45001,C18H24O3S,54.369999,N/A
8074,Iodocholesterol (131I),https://www.drugbank.ca/drugs/DB13797,https://www.drugbank.ca/structures/DB13797/thumb.svg,0.20760757,0.91653967,516.56201,C27H45IO,20.23,N/A
8075,Ethadione,https://www.drugbank.ca/drugs/DB13799,https://www.drugbank.ca/structures/DB13799/thumb.svg,0.45077059,0.77202535,157.16901,C7H11NO3,46.610001,N/A
8076,Muzolimine,https://www.drugbank.ca/drugs/DB13801,https://www.drugbank.ca/structures/DB13801/thumb.svg,0.28390533,0.89174742,272.13,C11H11Cl2N3O,58.689999,N/A
8077,Xipamide,https://www.drugbank.ca/drugs/DB13803,https://www.drugbank.ca/structures/DB13803/thumb.svg,0.24006206,0.87196547,354.81,C15H15ClN2O4S,109.49,N/A
8078,Benzylthiouracil,https://www.drugbank.ca/drugs/DB13804,https://www.drugbank.ca/structures/DB13804/thumb.svg,0.2861706,0.822676,218.27,C11H10N2OS,41.130001,N/A
8079,Reposal,https://www.drugbank.ca/drugs/DB13805,https://www.drugbank.ca/structures/DB13805/thumb.svg,0.41963333,0.94505739,262.30899,C14H18N2O3,75.269997,N/A
8080,Linopirdine,https://www.drugbank.ca/drugs/DB13806,https://www.drugbank.ca/structures/DB13806/thumb.svg,0.62395841,0.79339069,391.474,C26H21N3O,46.09,N/A
8081,Tisopurine,https://www.drugbank.ca/drugs/DB13807,https://www.drugbank.ca/structures/DB13807/thumb.svg,0.34790057,0.65233403,152.17999,C5H4N4S,53.07,N/A
8082,Mebhydrolin,https://www.drugbank.ca/drugs/DB13808,https://www.drugbank.ca/structures/DB13808/thumb.svg,0.44326556,0.66765171,276.383,C19H20N2,8.1700001,N/A
8083,Dimemorfan,https://www.drugbank.ca/drugs/DB13810,https://www.drugbank.ca/structures/DB13810/thumb.svg,0.51167661,0.82286197,255.405,C18H25N,3.24,N/A
8084,Iodoform,https://www.drugbank.ca/drugs/DB13813,https://www.drugbank.ca/structures/DB13813/thumb.svg,0.50689656,0.50712401,393.73199,CHI3,0,N/A
8085,Talampicillin,https://www.drugbank.ca/drugs/DB13814,https://www.drugbank.ca/structures/DB13814/thumb.svg,0.26431021,0.86728001,481.51999,C24H23N3O6S,128.03,N/A
8086,Xenysalate,https://www.drugbank.ca/drugs/DB13815,https://www.drugbank.ca/structures/DB13815/thumb.svg,0.10604636,0.94464177,313.397,C19H23NO3,49.77,N/A
8087,Aspoxicillin,https://www.drugbank.ca/drugs/DB13816,https://www.drugbank.ca/structures/DB13816/thumb.svg,0.33025441,0.76593608,493.54001,C21H27N5O7S,191.16,N/A
8088,Carbromal,https://www.drugbank.ca/drugs/DB13817,https://www.drugbank.ca/structures/DB13817/thumb.svg,0.4193061,0.85917389,237.097,C7H13BrN2O2,72.190002,N/A
8089,Proxazole,https://www.drugbank.ca/drugs/DB13819,https://www.drugbank.ca/structures/DB13819/thumb.svg,0.2283473,0.9100039,287.40701,C17H25N3O,42.16,N/A
8090,Oxomemazine,https://www.drugbank.ca/drugs/DB13820,https://www.drugbank.ca/structures/DB13820/thumb.svg,0.59186673,0.77955842,330.45001,C18H22N2O2S,40.619999,N/A
8091,Ceftezole,https://www.drugbank.ca/drugs/DB13821,https://www.drugbank.ca/structures/DB13821/thumb.svg,0.15682675,0.97467315,440.47,C13H12N8O4S3,156.09,N/A
8092,Meprotixol,https://www.drugbank.ca/drugs/DB13822,https://www.drugbank.ca/structures/DB13822/thumb.svg,0.51394415,0.65299487,329.45999,C19H23NO2S,32.700001,N/A
8093,Pipemidic acid,https://www.drugbank.ca/drugs/DB13823,https://www.drugbank.ca/structures/DB13823/thumb.svg,0.17647879,0.84492952,303.3165,C14H17N5O3,98.660004,N/A
8094,Enprostil,https://www.drugbank.ca/drugs/DB13824,https://www.drugbank.ca/structures/DB13824/thumb.svg,0.42742062,0.75109202,400.47101,C23H28O6,93.059998,N/A
8095,Fedrilate,https://www.drugbank.ca/drugs/DB13825,https://www.drugbank.ca/structures/DB13825/thumb.svg,0.28329551,0.83755445,347.45499,C20H29NO4,48,N/A
8096,Etohexadiol,https://www.drugbank.ca/drugs/DB13826,https://www.drugbank.ca/structures/DB13826/thumb.svg,0.46641168,0.75706613,146.23,C8H18O2,40.459999,N/A
8097,Indanazoline,https://www.drugbank.ca/drugs/DB13827,https://www.drugbank.ca/structures/DB13827/thumb.svg,0.19868842,0.83579922,201.27299,C12H15N3,36.419998,N/A
8098,Cyfluthrin,https://www.drugbank.ca/drugs/DB13828,https://www.drugbank.ca/structures/DB13828/thumb.svg,0.4585768,0.66682225,434.28799,C22H18Cl2FNO3,59.32,N/A
8099,Ranimustine,https://www.drugbank.ca/drugs/DB13832,https://www.drugbank.ca/structures/DB13832/thumb.svg,0.17301108,0.9288705,327.72,C10H18ClN3O7,140.92,N/A
8100,Caroverine,https://www.drugbank.ca/drugs/DB13835,https://www.drugbank.ca/structures/DB13835/thumb.svg,0.40303859,0.80252099,365.47699,C22H27N3O2,45.139999,N/A
8101,Metampicillin,https://www.drugbank.ca/drugs/DB13836,https://www.drugbank.ca/structures/DB13836/thumb.svg,0.29829809,0.84667563,361.42001,C17H19N3O4S,99.07,N/A
8102,Doxefazepam,https://www.drugbank.ca/drugs/DB13837,https://www.drugbank.ca/structures/DB13837/thumb.svg,0.64993316,0.69869947,348.75601,C17H14ClFN2O3,73.129997,N/A
8103,Noxytiolin,https://www.drugbank.ca/drugs/DB13838,https://www.drugbank.ca/structures/DB13838/thumb.svg,0.38845962,0.62584251,120.17,C3H8N2OS,44.290001,N/A
8104,Dipyrocetyl,https://www.drugbank.ca/drugs/DB13839,https://www.drugbank.ca/structures/DB13839/thumb.svg,0.45868438,0.74812114,238.19501,C11H10O6,89.900002,N/A
8105,Hydroxyethylpromethazine,https://www.drugbank.ca/drugs/DB13840,https://www.drugbank.ca/structures/DB13840/thumb.svg,0.37488386,0.72502559,329.48001,C19H25N2OS,23.469999,N/A
8106,Clopenthixol,https://www.drugbank.ca/drugs/DB13841,https://www.drugbank.ca/structures/DB13841/thumb.svg,0.20425218,0.86332589,400.97,C22H25ClN2OS,26.709999,N/A
8107,Etofylline nicotinate,https://www.drugbank.ca/drugs/DB13842,https://www.drugbank.ca/structures/DB13842/thumb.svg,0.39815262,0.75989646,329.31601,C15H15N5O4,97.629997,N/A
8108,Cloprednol,https://www.drugbank.ca/drugs/DB13843,https://www.drugbank.ca/structures/DB13843/thumb.svg,0.24533026,0.88259143,392.88,C21H25ClO5,94.830002,N/A
8109,Pipenzolate,https://www.drugbank.ca/drugs/DB13844,https://www.drugbank.ca/structures/DB13844/thumb.svg,0.33637488,0.81996143,354.46899,C22H28NO3,46.529999,N/A
8110,Etafenone,https://www.drugbank.ca/drugs/DB13845,https://www.drugbank.ca/structures/DB13845/thumb.svg,0.38046804,0.75106943,325.452,C21H27NO2,29.540001,N/A
8111,Pyrrobutamine,https://www.drugbank.ca/drugs/DB13846,https://www.drugbank.ca/structures/DB13846/thumb.svg,0.41669339,0.78621101,311.85001,C20H22ClN,3.24,N/A
8112,Fluorodopa (18F),https://www.drugbank.ca/drugs/DB13848,https://www.drugbank.ca/structures/DB13848/thumb.svg,0.30433667,0.78113782,214.183,C9H10FNO4,103.78,N/A
8113,Clofibride,https://www.drugbank.ca/drugs/DB13849,https://www.drugbank.ca/structures/DB13849/thumb.svg,0.37041193,0.76925379,327.81,C16H22ClNO4,55.84,N/A
8114,Timepidium,https://www.drugbank.ca/drugs/DB13850,https://www.drugbank.ca/structures/DB13850/thumb.svg,0.53850055,0.63125467,320.48999,C17H22NOS2,9.2299995,N/A
8115,Artemotil,https://www.drugbank.ca/drugs/DB13851,https://www.drugbank.ca/structures/DB13851/thumb.svg,0.57047337,0.79639256,312.40601,C17H28O5,46.150002,N/A
8116,Mefenorex,https://www.drugbank.ca/drugs/DB13852,https://www.drugbank.ca/structures/DB13852/thumb.svg,0.057224907,0.98122025,211.73,C12H18ClN,12.03,N/A
8117,Anethole trithione,https://www.drugbank.ca/drugs/DB13853,https://www.drugbank.ca/structures/DB13853/thumb.svg,0.14056648,0.94131529,240.35001,C10H8OS3,9.2299995,N/A
8118,Gamolenic acid,https://www.drugbank.ca/drugs/DB13854,https://www.drugbank.ca/structures/DB13854/thumb.svg,0.60057735,0.89119262,278.4296,C18H30O2,37.299999,N/A
